id,views,mature,life_time,created_at,updated_at,language,affiliate
5591,1748,0,1224,6/3/2015,10/9/2018,RU,0
5592,4724,0,1259,4/27/2015,10/7/2018,EN,1
5593,2480,0,1269,4/1/2015,9/21/2018,ES,0
5594,4057,1,1752,12/25/2013,10/12/2018,EN,0
5595,90086,0,1932,6/25/2013,10/9/2018,FR,0
5596,1024,0,1358,1/10/2015,9/29/2018,DE,0
5597,7149,1,477,6/22/2017,10/12/2018,EN,1
5598,4113,1,1773,12/2/2013,10/10/2018,EN,1
5599,1823,0,1655,3/30/2014,10/10/2018,EN,0
5600,3703,1,1847,9/21/2013,10/12/2018,NL,1
5601,69,0,1243,1/2/2015,5/29/2018,EN,0
5602,403,1,950,2/14/2016,9/21/2018,EN,0
5603,87,1,1186,7/13/2015,10/11/2018,EN,0
5604,3096,0,1168,7/26/2015,10/6/2018,FR,0
5605,23779,0,1730,1/13/2014,10/9/2018,FR,0
5606,4749,1,3022,7/3/2010,10/11/2018,EN,1
5607,6816,1,1431,11/11/2014,10/12/2018,EN,1
5608,38512,0,1393,12/19/2014,10/12/2018,EN,1
5609,8697,1,2100,1/11/2013,10/12/2018,FR,0
5610,378,0,1220,6/6/2015,10/8/2018,EN,0
5611,14913,1,533,4/27/2017,10/12/2018,EN,1
5612,954,0,3370,7/8/2009,9/29/2018,EN,0
5613,1780,0,2082,1/28/2013,10/11/2018,EN,0
5614,4375,0,2311,6/14/2012,10/12/2018,EN,1
5615,5053,1,781,8/12/2016,10/2/2018,PT,1
5616,15044,0,704,11/7/2016,10/12/2018,ES,1
5617,12162,1,756,9/16/2016,10/12/2018,DE,1
5618,800922,1,1048,11/29/2015,10/12/2018,EN,0
5619,6150,1,1680,1/19/2014,8/26/2018,EN,1
5620,1055181,1,1590,6/5/2014,10/12/2018,DE,0
5621,3535,0,704,11/7/2016,10/12/2018,ES,1
5622,14083,0,543,4/16/2017,10/11/2018,EN,1
5623,1467,0,1600,4/15/2014,9/1/2018,EN,0
5624,29113,1,1832,10/6/2013,10/12/2018,EN,1
5625,3386,1,1261,4/24/2015,10/6/2018,EN,1
5626,327,0,1707,2/5/2014,10/9/2018,EN,0
5627,1327,0,1301,3/29/2013,10/20/2016,EN,0
5628,141,0,1259,4/28/2015,10/8/2018,EN,0
5629,37671,0,2292,7/3/2012,10/12/2018,ZH,0
5630,1679,1,1183,7/17/2015,10/12/2018,EN,1
5631,170022,1,2603,8/24/2011,10/9/2018,EN,0
5632,1771,1,1272,4/11/2015,10/4/2018,EN,1
5633,33918,0,1352,1/29/2015,10/12/2018,TR,1
5634,5110,0,1687,2/18/2014,10/2/2018,EN,0
5635,1180020,1,1649,4/7/2014,10/12/2018,DE,0
5636,5552,0,2057,2/12/2013,10/1/2018,EN,0
5637,3385,0,790,8/12/2016,10/11/2018,DE,1
5638,4511,0,954,3/1/2016,10/11/2018,ES,1
5639,114097,1,1198,7/2/2015,10/12/2018,EN,1
5640,2163,0,2533,10/30/2011,10/6/2018,EN,1
5641,1239,1,1132,8/20/2015,9/25/2018,EN,0
5642,966,1,290,12/19/2017,10/5/2018,EN,1
5643,1399,0,2412,12/9/2011,7/17/2018,EN,0
5644,3,0,1972,12/4/2012,4/29/2018,OTHER,0
5645,969,0,2595,9/3/2011,10/11/2018,EN,0
5646,1065,0,648,12/28/2016,10/7/2018,EN,0
5647,2798,1,2388,3/26/2012,10/9/2018,EN,0
5648,2130,1,929,3/27/2016,10/12/2018,EN,1
5649,693,1,298,12/17/2017,10/11/2018,EN,1
5650,223,0,1472,8/11/2014,8/22/2018,EN,0
5651,12891,1,649,1/1/2017,10/12/2018,EN,1
5652,37476,1,1387,12/23/2014,10/10/2018,EN,1
5653,11065,1,857,6/6/2016,10/11/2018,DE,1
5654,1766,1,222,3/3/2018,10/11/2018,EN,1
5655,417,0,1559,7/6/2014,10/12/2018,EN,0
5656,26653,0,2750,3/30/2011,10/9/2018,SV,0
5657,44433,0,2721,5/1/2011,10/12/2018,KO,0
5658,8809,0,2172,10/31/2012,10/12/2018,EN,1
5659,118550,1,2878,11/25/2010,10/12/2018,EN,1
5660,7230,0,244,2/10/2018,10/12/2018,DE,1
5661,3078,0,2339,5/6/2012,10/1/2018,EN,0
5662,6350,0,1501,9/2/2014,10/12/2018,EN,1
5663,2497,0,674,12/7/2016,10/12/2018,DE,1
5664,34099,1,2297,6/28/2012,10/12/2018,EN,0
5665,827,0,614,2/3/2017,10/10/2018,EN,1
5666,4616,0,2396,3/21/2012,10/12/2018,EN,1
5667,2579,1,1652,3/13/2014,9/20/2018,EN,1
5668,18529,1,2016,4/4/2013,10/11/2018,ZH,1
5669,261368,0,2024,3/28/2013,10/12/2018,EN,0
5670,7993,0,1101,10/7/2015,10/12/2018,EN,1
5671,3267,0,1411,11/25/2014,10/6/2018,ZH,0
5672,1522,0,1574,6/19/2014,10/10/2018,EN,1
5673,16375,1,1347,2/3/2015,10/12/2018,EN,1
5674,2748,1,1206,6/24/2015,10/12/2018,EN,1
5675,1122,0,2101,12/22/2012,9/23/2018,EN,0
5676,19424,0,2417,2/29/2012,10/12/2018,EN,1
5677,35063,1,434,8/4/2017,10/12/2018,ES,1
5678,35771,1,1274,4/17/2015,10/12/2018,EN,1
5679,1807,1,1528,8/6/2014,10/12/2018,EN,0
5680,10857,0,1223,6/4/2015,10/9/2018,EN,1
5681,6516,0,446,7/23/2017,10/12/2018,DE,1
5682,22652,0,1942,6/18/2013,10/12/2018,EN,1
5683,6959,0,604,2/15/2017,10/12/2018,EN,1
5684,2018,1,2026,3/26/2013,10/12/2018,EN,0
5685,3404,0,1534,7/22/2014,10/3/2018,ZH,1
5686,1344,0,1329,2/20/2015,10/11/2018,EN,1
5687,29564,1,938,3/18/2016,10/12/2018,DE,1
5688,4154,1,2062,2/18/2013,10/12/2018,EN,1
5689,7988,1,924,4/1/2016,10/12/2018,ES,1
5690,23653368,0,228,2/26/2018,10/12/2018,FR,0
5691,9948,1,1873,8/26/2013,10/12/2018,ES,1
5692,8091,1,2160,11/12/2012,10/12/2018,EN,1
5693,4315,1,1065,11/12/2015,10/12/2018,EN,1
5694,13760,0,2190,10/13/2012,10/12/2018,EN,1
5695,982,1,1502,5/25/2014,7/5/2018,EN,0
5696,5258,0,2021,3/31/2013,10/12/2018,RU,1
5697,9280,0,1518,8/15/2014,10/11/2018,EN,1
5698,1389,0,739,9/11/2016,9/20/2018,EN,1
5699,1162,0,294,12/18/2017,10/8/2018,EN,1
5700,9085,0,1366,1/15/2015,10/12/2018,EN,1
5701,10237,1,1530,8/1/2014,10/9/2018,DE,0
5702,1482,1,586,3/3/2017,10/10/2018,DE,0
5703,3123,0,1709,2/6/2014,10/12/2018,EN,1
5704,15195,1,1668,3/14/2014,10/7/2018,FR,1
5705,6335,1,1603,5/23/2014,10/12/2018,EN,1
5706,104,0,977,1/22/2016,9/25/2018,EN,0
5707,13947,0,1625,5/1/2014,10/12/2018,DA,1
5708,10725,1,1358,1/23/2015,10/12/2018,DE,1
5709,4424,1,2709,5/13/2011,10/12/2018,EN,1
5710,3319,1,1597,5/29/2014,10/12/2018,EN,1
5711,3911,0,1948,6/12/2013,10/12/2018,EN,0
5712,1151,0,1173,3/19/2015,6/4/2018,EN,0
5713,569,0,853,5/27/2016,9/27/2018,EN,0
5714,1748,1,1740,1/3/2014,10/9/2018,EN,0
5715,2035449,1,1665,3/22/2014,10/12/2018,NL,0
5716,18839,0,1580,6/14/2014,10/11/2018,FR,1
5717,84815,1,1931,6/29/2013,10/12/2018,PL,1
5718,996,0,1123,9/15/2015,10/12/2018,EN,0
5719,2598,1,2009,4/12/2013,10/12/2018,EN,0
5720,3503,0,913,4/12/2016,10/12/2018,EN,1
5721,815,0,2058,1/25/2013,9/14/2018,FR,0
5722,1093,1,2061,2/10/2013,10/3/2018,EN,1
5723,24599,1,1844,9/24/2013,10/12/2018,EN,1
5724,200,1,1549,7/16/2014,10/12/2018,EN,0
5725,8505,0,2966,8/28/2010,10/11/2018,EN,0
5726,3002,0,1583,6/5/2014,10/5/2018,EN,1
5727,2612,1,1320,2/25/2015,10/7/2018,EN,1
5728,76,0,1382,12/12/2014,9/24/2018,ES,0
5729,780,1,1129,9/9/2015,10/12/2018,EN,0
5730,99522,0,1232,5/29/2015,10/12/2018,ES,1
5731,2426,1,1422,11/20/2014,10/12/2018,RU,0
5732,11033,1,1801,10/9/2013,9/14/2018,EN,1
5733,549,0,1896,7/19/2013,9/27/2018,EN,0
5734,14740,0,1769,11/30/2013,10/4/2018,EN,1
5735,299,1,418,6/2/2017,7/25/2018,EN,0
5736,5851,0,895,4/29/2016,10/11/2018,EN,1
5737,752,0,2294,6/29/2012,10/10/2018,EN,0
5738,5233,1,1282,4/9/2015,10/12/2018,EN,0
5739,3998044,0,2012,4/9/2013,10/12/2018,JA,0
5740,138952,0,2011,4/10/2013,10/12/2018,EN,1
5741,19578,0,1768,12/9/2013,10/12/2018,EN,1
5742,4843,0,931,3/25/2016,10/12/2018,PT,1
5743,14021,1,1865,8/27/2013,10/5/2018,EN,1
5744,336,1,1594,11/30/2013,4/12/2018,OTHER,0
5745,106,0,1515,3/3/2014,4/26/2018,EN,0
5746,45468,1,1317,3/5/2015,10/12/2018,DE,1
5747,385,0,190,1/21/2018,7/30/2018,FR,0
5748,4981,1,1847,9/20/2013,10/11/2018,EN,1
5749,16266,1,1177,7/22/2015,10/11/2018,EN,1
5750,30131,1,1643,4/13/2014,10/12/2018,EN,1
5751,11818,1,934,3/21/2016,10/11/2018,EN,1
5752,841,0,1787,11/15/2013,10/7/2018,EN,0
5753,5927,0,2082,1/29/2013,10/12/2018,EN,1
5754,1437,1,1585,6/9/2014,10/11/2018,EN,0
5755,2787,0,1198,7/2/2015,10/12/2018,EN,1
5756,674631,0,3213,12/25/2009,10/12/2018,ES,0
5757,3216,1,1772,12/4/2013,10/11/2018,EN,1
5758,14671,0,1661,3/24/2014,10/10/2018,EN,1
5759,2575,0,1029,12/18/2015,10/12/2018,ES,1
5760,216,0,427,8/11/2017,10/12/2018,EN,0
5761,4616,0,1729,1/11/2014,10/6/2018,ES,1
5762,26456,1,1973,5/18/2013,10/12/2018,EN,1
5763,76799,1,873,5/22/2016,10/12/2018,DE,1
5764,4659,0,1829,9/25/2013,9/28/2018,EN,0
5765,508,0,811,7/23/2016,10/12/2018,EN,0
5766,3706,0,614,2/4/2017,10/11/2018,EN,1
5767,989,1,2224,9/9/2012,10/12/2018,EN,0
5768,2842,0,1426,11/16/2014,10/12/2018,EN,1
5769,2148,0,2425,2/7/2012,9/28/2018,EN,0
5770,6574,1,2111,12/31/2012,10/12/2018,EN,1
5771,1086,0,1563,6/6/2014,9/16/2018,EN,0
5772,42069,1,1178,7/22/2015,10/12/2018,RU,1
5773,12207,0,1379,1/2/2015,10/12/2018,EN,1
5774,1343,0,2511,10/24/2011,9/8/2018,EN,1
5775,1268,0,1903,7/22/2013,10/7/2018,EN,0
5776,1673,1,1030,12/15/2015,10/10/2018,EN,1
5777,1291,0,2050,2/24/2013,10/6/2018,EN,0
5778,12877,1,3077,5/10/2010,10/12/2018,EN,0
5779,108964,0,2637,7/24/2011,10/12/2018,EN,0
5780,7450,1,1828,10/5/2013,10/7/2018,EN,0
5781,8656,1,871,5/24/2016,10/12/2018,EN,1
5782,2540,1,2395,3/21/2012,10/11/2018,EN,0
5783,1033,1,885,5/9/2016,10/11/2018,EN,0
5784,1910,1,2100,10/14/2012,7/15/2018,EN,0
5785,1848,1,289,12/27/2017,10/12/2018,EN,1
5786,1786,1,572,3/5/2017,9/28/2018,EN,1
5787,1023,1,1741,1/5/2014,10/12/2018,EN,1
5788,15897,0,1550,7/10/2014,10/7/2018,EN,0
5789,518,0,1406,12/6/2014,10/12/2018,FI,0
5790,1409,0,2048,2/20/2013,9/30/2018,EN,1
5791,232,0,2005,4/14/2013,10/10/2018,EN,0
5792,11705,1,1628,4/24/2014,10/8/2018,EN,1
5793,176942,1,1977,5/14/2013,10/12/2018,EN,1
5794,558,0,1856,7/11/2013,8/10/2018,EN,0
5795,287,0,504,3/26/2017,8/12/2018,DE,0
5796,892,1,1791,11/16/2013,10/12/2018,EN,0
5797,739,1,1530,8/3/2014,10/11/2018,EN,0
5798,10808,0,1032,12/14/2015,10/11/2018,EN,1
5799,2013,0,1838,9/21/2013,10/3/2018,EN,0
5800,378,0,1532,7/16/2014,9/25/2018,EN,0
5801,1196,0,1448,10/25/2014,10/12/2018,EN,0
5802,5139,0,2741,4/7/2011,10/8/2018,EN,0
5803,19980,1,491,6/8/2017,10/12/2018,ES,0
5804,1026603,0,774,8/29/2016,10/12/2018,TR,0
5805,3070,0,927,3/29/2016,10/12/2018,ES,0
5806,582,0,860,5/8/2016,9/15/2018,EN,0
5807,2184,0,1842,9/26/2013,10/12/2018,EN,0
5808,609,0,1422,11/18/2014,10/10/2018,NO,1
5809,45286,1,2234,8/23/2012,10/5/2018,PL,1
5810,5595,0,900,4/25/2016,10/12/2018,JA,1
5811,15653,0,1137,9/1/2015,10/12/2018,KO,1
5812,14488,1,1951,6/9/2013,10/12/2018,EN,1
5813,543,0,1284,3/28/2015,10/2/2018,EN,0
5814,5103,1,1044,11/20/2015,9/29/2018,EN,0
5815,3346,1,851,5/29/2016,9/27/2018,EN,0
5816,595,0,1209,10/16/2014,2/6/2018,EN,0
5817,2059,1,1752,12/14/2013,10/1/2018,EN,0
5818,17575,1,1570,6/25/2014,10/12/2018,EN,1
5819,4652,1,925,3/31/2016,10/12/2018,EN,1
5820,7079,1,2161,11/11/2012,10/12/2018,EN,1
5821,2294,1,1108,9/26/2015,10/8/2018,EN,1
5822,2434,0,1760,12/14/2013,10/9/2018,EN,0
5823,5286,1,1979,5/7/2013,10/7/2018,DE,1
5824,2715,1,578,3/8/2017,10/7/2018,EN,1
5825,2405,1,1709,2/5/2014,10/11/2018,EN,1
5826,3370,0,1134,9/4/2015,10/12/2018,EN,1
5827,1420,0,533,4/27/2017,10/12/2018,KO,0
5828,1365,0,1294,3/28/2015,10/12/2018,EN,1
5829,5898,1,2626,7/25/2011,10/2/2018,EN,1
5830,10645,0,1117,9/20/2015,10/11/2018,ZH,0
5831,535,0,665,12/14/2016,10/10/2018,EN,0
5832,860,0,1545,7/20/2014,10/12/2018,EN,0
5833,38212,1,2520,11/18/2011,10/12/2018,EN,1
5834,81868,0,1767,12/10/2013,10/12/2018,ES,0
5835,1744,0,891,5/3/2016,10/11/2018,EN,1
5836,142,0,1301,3/6/2015,9/27/2018,EN,0
5837,66127,1,2156,11/16/2012,10/12/2018,EN,1
5838,5096,1,1710,2/4/2014,10/11/2018,EN,0
5839,244592,0,2477,12/31/2011,10/12/2018,EN,0
5840,4907,1,2870,12/3/2010,10/12/2018,EN,0
5841,1203,0,2352,2/4/2012,7/14/2018,EN,0
5842,1676,0,1981,4/23/2013,9/25/2018,EN,0
5843,147,0,2939,5/10/2010,5/27/2018,EN,0
5844,7865,0,1188,7/6/2015,10/6/2018,FR,1
5845,2529,0,1459,10/14/2014,10/12/2018,EN,1
5846,6642,1,1665,3/8/2014,9/28/2018,EN,0
5847,43491,1,1596,5/30/2014,10/12/2018,EN,1
5848,71414,0,2310,6/15/2012,10/12/2018,ZH,1
5849,19685,0,1737,1/9/2014,10/12/2018,EN,1
5850,219,1,391,9/11/2017,10/7/2018,EN,0
5851,2366,0,1383,12/25/2014,10/8/2018,EN,1
5852,9095,0,1727,1/5/2014,9/28/2018,EN,0
5853,2819,0,2045,3/6/2013,10/11/2018,EN,0
5854,4379,0,2055,2/5/2013,9/22/2018,EN,0
5855,9841,0,1773,11/29/2013,10/7/2018,ES,1
5856,29475,1,1994,4/27/2013,10/12/2018,EN,1
5857,3419,0,1333,1/27/2015,9/21/2018,EN,0
5858,7196,1,1454,10/19/2014,10/12/2018,EN,1
5859,12117,1,2540,10/24/2011,10/7/2018,EN,1
5860,2639,0,209,3/1/2018,9/26/2018,EN,1
5861,9503,1,1223,6/7/2015,10/12/2018,EN,1
5862,1152,1,1981,5/1/2013,10/3/2018,EN,0
5863,866,1,663,12/18/2016,10/12/2018,EN,0
5864,1819,1,2160,10/28/2012,9/27/2018,EN,0
5865,5241,0,1113,9/22/2015,10/9/2018,RU,1
5866,2705,1,1046,11/27/2015,10/8/2018,EN,1
5867,77386,0,932,3/24/2016,10/12/2018,RU,1
5868,34860,1,928,3/28/2016,10/12/2018,EN,1
5869,2381,1,1879,8/20/2013,10/12/2018,EN,1
5870,287,1,858,3/20/2016,7/26/2018,EN,0
5871,31759,1,1225,6/5/2015,10/12/2018,EN,1
5872,7772,0,2159,11/13/2012,10/12/2018,EN,1
5873,578,0,353,10/24/2017,10/12/2018,EN,1
5874,4480,1,1123,9/10/2015,10/7/2018,EN,1
5875,10439,1,1191,7/9/2015,10/12/2018,EN,1
5876,1561,1,1216,6/14/2015,10/12/2018,EN,0
5877,320,0,685,11/25/2016,10/11/2018,EN,0
5878,639,0,988,12/18/2015,9/1/2018,EN,0
5879,228813,0,1921,7/8/2013,10/11/2018,ES,0
5880,6947,1,2370,4/16/2012,10/12/2018,EN,0
5881,149231,0,1776,11/29/2013,10/10/2018,EN,1
5882,1411,1,1179,6/29/2015,9/20/2018,EN,0
5883,34404,0,1771,12/1/2013,10/7/2018,EN,0
5884,7862,1,1505,8/29/2014,10/12/2018,EN,1
5885,1218,1,925,3/31/2016,10/12/2018,EN,0
5886,719,0,1304,2/27/2015,9/23/2018,FR,0
5887,297,0,1483,7/29/2014,8/20/2018,EN,0
5888,12112,1,584,2/22/2017,9/29/2018,FR,1
5889,79708,0,786,8/17/2016,10/12/2018,KO,0
5890,386,0,1423,11/5/2014,9/28/2018,PT,0
5891,958,0,2848,12/18/2010,10/5/2018,EN,0
5892,1370,1,834,6/30/2016,10/12/2018,EN,0
5893,162171,0,2274,7/20/2012,10/11/2018,EN,1
5894,20501,1,784,8/18/2016,10/11/2018,DE,1
5895,536,0,650,12/16/2016,9/27/2018,DE,1
5896,2148,1,1774,12/2/2013,10/11/2018,EN,1
5897,8239,1,1780,11/27/2013,10/12/2018,EN,1
5898,574809,0,2525,11/13/2011,10/12/2018,EN,1
5899,17499,0,806,7/27/2016,10/11/2018,EN,1
5900,159,0,1006,1/2/2016,10/4/2018,FR,0
5901,418,0,2182,10/18/2012,10/9/2018,EN,0
5902,1163,0,1646,4/9/2014,10/11/2018,EN,0
5903,2476,0,1777,11/30/2013,10/12/2018,RU,0
5904,2102,0,1203,5/11/2015,8/26/2018,EN,0
5905,1627,0,371,9/19/2017,9/25/2018,EN,1
5906,414,0,2215,9/3/2012,9/27/2018,EN,0
5907,3304,1,514,5/16/2017,10/12/2018,EN,1
5908,11833,0,1061,11/16/2015,10/12/2018,EN,1
5909,17510,0,907,4/17/2016,10/11/2018,RU,0
5910,2937,1,2213,4/25/2012,5/17/2018,EN,0
5911,899,0,1735,12/26/2013,9/26/2018,EN,0
5912,2378,0,1585,5/5/2014,9/6/2018,EN,1
5913,30493,1,1987,5/4/2013,10/12/2018,EN,1
5914,1935,0,1850,9/6/2013,9/30/2018,ES,1
5915,2856,0,930,3/26/2016,10/12/2018,EN,0
5916,14609,0,784,8/18/2016,10/11/2018,DE,1
5917,1374,1,1147,8/20/2015,10/10/2018,EN,1
5918,769,0,2031,3/4/2013,9/25/2018,EN,0
5919,384,0,2441,2/3/2012,10/10/2018,EN,0
5920,7816,1,2339,5/17/2012,10/12/2018,DE,1
5921,260,0,420,8/13/2017,10/7/2018,EN,0
5922,387,0,937,3/14/2016,10/7/2018,EN,0
5923,13689,0,1844,9/24/2013,10/12/2018,EN,0
5924,101144,1,2506,11/25/2011,10/5/2018,EN,1
5925,7963,1,703,11/8/2016,10/12/2018,EN,1
5926,1330,1,485,6/13/2017,10/11/2018,EN,1
5927,3238,0,974,2/10/2016,10/11/2018,FR,1
5928,359,0,2598,8/10/2011,9/20/2018,EN,0
5929,671,1,1775,11/16/2013,9/26/2018,EN,0
5930,3927,0,2082,1/26/2013,10/9/2018,EN,1
5931,12517,1,2107,1/2/2013,10/10/2018,EN,0
5932,1911,0,529,5/1/2017,10/12/2018,FR,0
5933,2873,0,1379,12/28/2014,10/7/2018,ZH,0
5934,6327,0,2057,2/23/2013,10/12/2018,EN,1
5935,4057,0,1857,9/11/2013,10/12/2018,ZH,0
5936,948,0,2273,4/4/2012,6/25/2018,ZH,0
5937,929,1,209,2/27/2018,9/24/2018,ES,0
5938,2154,0,1964,5/27/2013,10/12/2018,EN,1
5939,2916,0,1849,9/3/2013,9/26/2018,EN,0
5940,275,1,1611,5/15/2014,10/12/2018,EN,0
5941,984,0,1727,1/19/2014,10/12/2018,EN,0
5942,4286999,0,1939,6/21/2013,10/12/2018,EN,0
5943,19017,1,1747,12/29/2013,10/11/2018,FR,1
5944,14300,0,1046,12/1/2015,10/12/2018,EN,1
5945,6477,1,2350,5/5/2012,10/11/2018,DE,1
5946,5686,1,3160,2/5/2010,10/1/2018,EN,0
5947,25646,1,1568,6/27/2014,10/12/2018,DE,1
5948,10960,1,2342,5/14/2012,10/12/2018,DA,1
5949,25474,1,1675,3/12/2014,10/12/2018,EN,1
5950,39712,1,1241,5/20/2015,10/12/2018,HU,1
5951,103,0,791,6/17/2016,8/17/2018,EN,0
5952,7576,1,2013,3/23/2013,9/26/2018,EN,0
5953,34872,0,2109,1/1/2013,10/11/2018,EN,1
5954,651,0,1779,11/26/2013,10/10/2018,EN,1
5955,984,1,2276,7/19/2012,10/12/2018,EN,1
5956,3166,0,3412,6/9/2009,10/12/2018,EN,0
5957,317,1,2258,7/16/2012,9/21/2018,EN,0
5958,8947,1,362,10/14/2017,10/11/2018,EN,1
5959,1456,0,2488,12/16/2011,10/8/2018,EN,0
5960,7566,0,2044,3/7/2013,10/11/2018,EN,1
5961,81630,1,2379,4/7/2012,10/12/2018,DE,1
5962,34030,1,2188,10/15/2012,10/12/2018,EN,1
5963,2201,0,881,5/11/2016,10/9/2018,EN,0
5964,1554,1,3372,7/19/2009,10/12/2018,EN,1
5965,1118,0,1644,3/14/2014,9/13/2018,FR,0
5966,5021,1,386,9/21/2017,10/12/2018,DA,1
5967,437199,0,1838,9/30/2013,10/12/2018,ES,0
5968,7263,1,772,8/31/2016,10/12/2018,EN,1
5969,33097,0,280,1/5/2018,10/12/2018,EN,1
5970,71078,0,1797,11/10/2013,10/12/2018,RU,1
5971,15777,0,2508,11/29/2011,10/11/2018,EN,1
5972,1491,0,2311,5/12/2012,9/9/2018,EN,1
5973,1153,0,1011,1/3/2016,10/10/2018,EN,0
5974,2639,1,1686,2/27/2014,10/10/2018,EN,1
5975,17227,0,2396,3/21/2012,10/12/2018,RU,1
5976,3159,1,2018,3/30/2013,10/8/2018,ES,0
5977,6259,0,984,1/1/2016,9/11/2018,EN,1
5978,7328,1,777,8/26/2016,10/12/2018,EN,1
5979,40141,1,1285,4/6/2015,10/12/2018,DE,1
5980,25795,0,1487,9/16/2014,10/12/2018,EN,1
5981,1293,1,2283,7/11/2012,10/11/2018,EN,0
5982,3155,1,1677,3/9/2014,10/11/2018,EN,0
5983,7258,0,2108,1/3/2013,10/12/2018,PT,0
5984,1092,0,263,12/31/2017,9/20/2018,EN,1
5985,907,1,2048,3/4/2013,10/12/2018,EN,0
5986,6248,1,1293,3/29/2015,10/12/2018,EN,1
5987,1599,0,1503,8/28/2014,10/9/2018,EN,1
5988,39474,1,2068,2/12/2013,10/12/2018,EN,1
5989,2061,0,1737,1/8/2014,10/11/2018,EN,1
5990,482391,0,2193,10/10/2012,10/12/2018,JA,0
5991,26715,1,1999,4/22/2013,10/12/2018,EN,1
5992,5884,0,453,7/16/2017,10/12/2018,EN,1
5993,4467,1,928,3/27/2016,10/11/2018,EN,1
5994,2528,0,1173,6/21/2015,9/6/2018,KO,0
5995,1253,0,967,1/6/2016,8/30/2018,EN,0
5996,1714,0,2604,8/25/2011,10/11/2018,EN,0
5997,289,0,1670,3/11/2014,10/6/2018,EN,0
5998,16907,1,1625,5/1/2014,10/12/2018,EN,1
5999,1686,0,2279,7/16/2012,10/12/2018,JA,1
6000,1928,0,1762,12/7/2013,10/4/2018,EN,0
6001,7792,0,982,2/3/2016,10/12/2018,RU,1
6002,2166,0,2083,1/27/2013,10/11/2018,ES,1
6003,46585,1,1467,10/6/2014,10/12/2018,EN,1
6004,70838,1,2430,2/16/2012,10/12/2018,EN,1
6005,5230,0,2497,12/4/2011,10/5/2018,RU,0
6006,44267,1,495,6/4/2017,10/12/2018,EN,1
6007,1525,1,1502,8/16/2014,9/26/2018,EN,0
6008,1909,1,1010,1/5/2016,10/11/2018,EN,1
6009,1325,1,590,2/25/2017,10/8/2018,EN,1
6010,65595,1,2619,8/11/2011,10/12/2018,PL,0
6011,216,0,418,8/20/2017,10/12/2018,EN,0
6012,2652,0,2120,2/21/2012,12/11/2017,EN,0
6013,724,0,1711,12/7/2013,8/14/2018,EN,0
6014,1490,1,447,7/22/2017,10/12/2018,EN,1
6015,535,0,1297,3/23/2015,10/10/2018,EN,0
6016,18857,0,2509,11/28/2011,10/11/2018,FI,0
6017,382,0,814,6/21/2016,9/13/2018,EN,0
6018,1330,0,1545,7/20/2014,10/12/2018,EN,1
6019,23669,1,1114,9/24/2015,10/12/2018,FI,1
6020,1596,1,2026,3/23/2013,10/9/2018,EN,0
6021,8860,1,2217,9/3/2012,9/29/2018,EN,1
6022,5797,1,1374,12/27/2014,10/1/2018,EN,1
6023,158817,1,1378,1/3/2015,10/12/2018,EN,0
6024,5792,1,302,12/5/2017,10/3/2018,EN,1
6025,63341,0,871,5/24/2016,10/12/2018,EN,1
6026,1397,0,2319,7/4/2011,11/8/2017,DA,0
6027,1631,1,2598,8/20/2011,9/30/2018,EN,1
6028,8730,0,3235,12/3/2009,10/12/2018,EN,1
6029,1904,1,1715,12/9/2013,8/20/2018,EN,0
6030,1888,0,2062,2/17/2013,10/11/2018,ZH,0
6031,3788,1,1212,6/17/2015,10/11/2018,EN,1
6032,184,1,609,2/5/2017,10/7/2018,EN,0
6033,10007,1,1225,6/4/2015,10/11/2018,EN,0
6034,8838,1,410,8/27/2017,10/11/2018,DE,1
6035,935,0,1383,12/29/2014,10/12/2018,EN,0
6036,78,1,570,3/26/2016,10/17/2017,EN,0
6037,443,0,1162,8/7/2015,10/12/2018,EN,0
6038,2671,0,843,6/8/2016,9/29/2018,FR,0
6039,41326,1,1761,12/7/2013,10/3/2018,EN,0
6040,3529,0,1468,10/4/2014,10/11/2018,EN,1
6041,3375,0,1680,3/5/2014,10/10/2018,EN,1
6042,1600,0,2159,11/13/2012,10/12/2018,FR,0
6043,32641,0,1516,8/17/2014,10/11/2018,PT,1
6044,2161,0,1591,3/11/2014,7/19/2018,FR,0
6045,3153,0,761,9/11/2016,10/12/2018,EN,0
6046,368,0,1506,8/21/2014,10/5/2018,OTHER,0
6047,4071781,0,2525,11/13/2011,10/12/2018,JA,0
6048,1634,1,1669,3/3/2014,9/27/2018,ES,0
6049,22159,1,1571,6/24/2014,10/12/2018,EN,1
6050,96978,0,2241,8/23/2012,10/12/2018,FR,1
6051,6374,1,1369,1/8/2015,10/8/2018,EN,1
6052,9721,1,410,8/28/2017,10/12/2018,EN,1
6053,1736,0,522,4/20/2017,9/24/2018,EN,0
6054,86006,0,2803,2/8/2011,10/12/2018,NO,1
6055,1740,1,2307,6/17/2012,10/11/2018,NO,1
6056,1158,1,1606,5/20/2014,10/12/2018,EN,0
6057,21372,1,604,2/11/2017,10/8/2018,DE,1
6058,17426,0,2363,3/11/2012,8/30/2018,EN,0
6059,2644,1,2928,8/27/2010,9/2/2018,FI,0
6060,42251,0,1349,2/1/2015,10/12/2018,RU,1
6061,55194,1,1435,11/7/2014,10/12/2018,EN,1
